timestamp, index, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/03/11 17:18:28.532, 0, Tesla P100-PCIE-16GB, P0, 38, 0 %, 0 %, 10 MiB, 16384 MiB, 36.44 W, 1328 MHz, 715 MHz
2026/03/11 17:18:28.739, 0, Tesla P100-PCIE-16GB, P0, 38, 1 %, 0 %, 408 MiB, 16384 MiB, 36.44 W, 1328 MHz, 715 MHz
2026/03/11 17:18:28.943, 0, Tesla P100-PCIE-16GB, P0, 38, 6 %, 0 %, 0 MiB, 16384 MiB, 36.44 W, 1328 MHz, 715 MHz
2026/03/11 17:18:29.148, 0, Tesla P100-PCIE-16GB, P0, 39, 0 %, 0 %, 0 MiB, 16384 MiB, 36.46 W, 1328 MHz, 715 MHz
2026/03/11 17:18:29.351, 0, Tesla P100-PCIE-16GB, P0, 38, 0 %, 0 %, 10 MiB, 16384 MiB, 36.44 W, 1328 MHz, 715 MHz
2026/03/11 17:18:29.572, 0, Tesla P100-PCIE-16GB, P0, 38, 2 %, 0 %, 408 MiB, 16384 MiB, 36.46 W, 1328 MHz, 715 MHz
2026/03/11 17:18:29.776, 0, Tesla P100-PCIE-16GB, P0, 38, 6 %, 0 %, 0 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:29.980, 0, Tesla P100-PCIE-16GB, P0, 38, 0 %, 0 %, 0 MiB, 16384 MiB, 36.44 W, 1328 MHz, 715 MHz
2026/03/11 17:18:30.183, 0, Tesla P100-PCIE-16GB, P0, 38, 0 %, 0 %, 10 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:30.387, 0, Tesla P100-PCIE-16GB, P0, 38, 6 %, 0 %, 408 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:30.591, 0, Tesla P100-PCIE-16GB, P0, 38, 7 %, 0 %, 0 MiB, 16384 MiB, 36.44 W, 1328 MHz, 715 MHz
2026/03/11 17:18:30.794, 0, Tesla P100-PCIE-16GB, P0, 38, 0 %, 0 %, 0 MiB, 16384 MiB, 36.44 W, 1328 MHz, 715 MHz
2026/03/11 17:18:30.998, 0, Tesla P100-PCIE-16GB, P0, 38, 0 %, 0 %, 10 MiB, 16384 MiB, 36.44 W, 1328 MHz, 715 MHz
2026/03/11 17:18:31.218, 0, Tesla P100-PCIE-16GB, P0, 38, 6 %, 0 %, 408 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:31.421, 0, Tesla P100-PCIE-16GB, P0, 39, 7 %, 0 %, 0 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:31.626, 0, Tesla P100-PCIE-16GB, P0, 38, 0 %, 0 %, 0 MiB, 16384 MiB, 36.46 W, 1328 MHz, 715 MHz
2026/03/11 17:18:31.829, 0, Tesla P100-PCIE-16GB, P0, 38, 0 %, 0 %, 10 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:32.046, 0, Tesla P100-PCIE-16GB, P0, 38, 1 %, 0 %, 408 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:32.250, 0, Tesla P100-PCIE-16GB, P0, 38, 8 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:32.453, 0, Tesla P100-PCIE-16GB, P0, 38, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:32.657, 0, Tesla P100-PCIE-16GB, P0, 38, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:32.860, 0, Tesla P100-PCIE-16GB, P0, 38, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:33.065, 0, Tesla P100-PCIE-16GB, P0, 38, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:33.268, 0, Tesla P100-PCIE-16GB, P0, 38, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:33.472, 0, Tesla P100-PCIE-16GB, P0, 38, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:33.675, 0, Tesla P100-PCIE-16GB, P0, 38, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:33.879, 0, Tesla P100-PCIE-16GB, P0, 38, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:34.084, 0, Tesla P100-PCIE-16GB, P0, 38, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:34.287, 0, Tesla P100-PCIE-16GB, P0, 38, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:34.491, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:34.694, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:34.898, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:35.103, 0, Tesla P100-PCIE-16GB, P0, 38, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:35.307, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:35.510, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:35.714, 0, Tesla P100-PCIE-16GB, P0, 38, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:35.917, 0, Tesla P100-PCIE-16GB, P0, 38, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:36.123, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:36.326, 0, Tesla P100-PCIE-16GB, P0, 38, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:36.530, 0, Tesla P100-PCIE-16GB, P0, 38, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:36.733, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:36.937, 0, Tesla P100-PCIE-16GB, P0, 38, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:37.142, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:37.345, 0, Tesla P100-PCIE-16GB, P0, 38, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:37.549, 0, Tesla P100-PCIE-16GB, P0, 38, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:37.753, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:37.956, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:38.161, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:38.365, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:38.568, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:38.772, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:38.975, 0, Tesla P100-PCIE-16GB, P0, 38, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:39.181, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:39.384, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:39.588, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:39.791, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:39.995, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:40.200, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:40.404, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:40.607, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:40.810, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:41.014, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:41.219, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:41.423, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:41.626, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:41.835, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:43.005, 0, Tesla P100-PCIE-16GB, P0, 39, 8 %, 0 %, 408 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:43.209, 0, Tesla P100-PCIE-16GB, P0, 39, 6 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:43.413, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:43.619, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:43.822, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:44.026, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:44.229, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:44.433, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:44.638, 0, Tesla P100-PCIE-16GB, P0, 38, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:44.842, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:45.045, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:45.249, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:45.453, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:45.658, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:45.862, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:46.066, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:46.269, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:46.473, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:46.676, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:46.881, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:47.084, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:47.288, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:47.491, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:47.695, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:47.898, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:48.104, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:48.307, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:48.511, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:48.714, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:48.918, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:49.124, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:49.327, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:49.531, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:49.734, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:49.938, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:50.144, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:50.347, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:50.550, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:50.754, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:50.957, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:51.163, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:51.367, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:51.570, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:51.774, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:51.977, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:52.182, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:52.386, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 422 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:53.484, 0, Tesla P100-PCIE-16GB, P0, 39, 73 %, 0 %, 408 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:18:53.687, 0, Tesla P100-PCIE-16GB, P0, 39, 11 %, 1 %, 0 MiB, 16384 MiB, 36.67 W, 1328 MHz, 715 MHz
2026/03/11 17:18:53.891, 0, Tesla P100-PCIE-16GB, P0, 39, 0 %, 0 %, 0 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:54.096, 0, Tesla P100-PCIE-16GB, P0, 39, 0 %, 0 %, 10 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:54.303, 0, Tesla P100-PCIE-16GB, P0, 39, 3 %, 0 %, 408 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:54.506, 0, Tesla P100-PCIE-16GB, P0, 39, 6 %, 0 %, 0 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:54.710, 0, Tesla P100-PCIE-16GB, P0, 39, 0 %, 0 %, 0 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:54.914, 0, Tesla P100-PCIE-16GB, P0, 39, 0 %, 0 %, 10 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:55.120, 0, Tesla P100-PCIE-16GB, P0, 39, 6 %, 0 %, 408 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:55.324, 0, Tesla P100-PCIE-16GB, P0, 39, 6 %, 0 %, 0 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:55.527, 0, Tesla P100-PCIE-16GB, P0, 39, 0 %, 0 %, 0 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:55.731, 0, Tesla P100-PCIE-16GB, P0, 39, 0 %, 0 %, 0 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:18:55.934, 0, Tesla P100-PCIE-16GB, P0, 39, 0 %, 0 %, 0 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:18:56.139, 0, Tesla P100-PCIE-16GB, P0, 39, 0 %, 0 %, 256 MiB, 16384 MiB, 36.94 W, 1328 MHz, 715 MHz
2026/03/11 17:18:56.343, 0, Tesla P100-PCIE-16GB, P0, 39, 18 %, 0 %, 424 MiB, 16384 MiB, 37.16 W, 1328 MHz, 715 MHz
2026/03/11 17:18:56.546, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.91 W, 1328 MHz, 715 MHz
2026/03/11 17:18:56.750, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.94 W, 1328 MHz, 715 MHz
2026/03/11 17:18:56.953, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:18:57.159, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.94 W, 1328 MHz, 715 MHz
2026/03/11 17:18:57.362, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:18:57.566, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:18:57.770, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:18:57.973, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:18:58.178, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.94 W, 1328 MHz, 715 MHz
2026/03/11 17:18:58.382, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:18:58.585, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.94 W, 1328 MHz, 715 MHz
2026/03/11 17:18:58.789, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.94 W, 1328 MHz, 715 MHz
2026/03/11 17:18:58.992, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:18:59.198, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:18:59.401, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:18:59.604, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.91 W, 1328 MHz, 715 MHz
2026/03/11 17:18:59.808, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:19:00.011, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.94 W, 1328 MHz, 715 MHz
2026/03/11 17:19:00.217, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:19:00.420, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.94 W, 1328 MHz, 715 MHz
2026/03/11 17:19:00.624, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:19:00.827, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.94 W, 1328 MHz, 715 MHz
2026/03/11 17:19:01.031, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:19:01.236, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:19:01.440, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.94 W, 1328 MHz, 715 MHz
2026/03/11 17:19:01.643, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:19:01.847, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:19:02.050, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:19:02.255, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.94 W, 1328 MHz, 715 MHz
2026/03/11 17:19:02.459, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:19:02.663, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
